title,metascore,userscore,link,cast,details,num_seasons,user_rating,num_ratings,keywords,runtime,synopsis,plot
The Putin Interviews,54,6.3,https://www.imdb.com/title/tt6840134/?ref_=adv_li_tt,"['Oliver Stone', 'Vladimir Putin', 'Sergei Chudinov']","['SHOWTIME', 'USA', 'English', 'Moscow, Russia', 'Showtime Documentary Films']",1,7.7,3206.0,"['documentary', 'biography']",58 min,"Granted unprecedented access to both Putin's professional and personal worlds, Oscar®-winning writer and director Oliver Stone (Platoon, JFK) with the help of his longtime documentary producer Fernando Sulichin, interviewed the Russian leader more than a dozen times over the course of two years, most recently in February following the U.S. presidential elections. Since first becoming the president of Russia in 2000, Putin has never before spoken at such length or in such detail to a Western interviewer, leaving no topic off limits. In scope and depth, THE PUTIN INTERVIEWS recalls The Nixon Interviews, the series of conversations between David Frost and Richard Nixon that aired in the spring of 1977, 40 years ago.",Academy Award-winning filmmaker Oliver Stone interviews the Russian president Vladimir Putin about divisive issues related to the US-Russia relations.
The Prisoner,45,3.6,https://www.imdb.com/title/tt0061287/?ref_=adv_li_tt,"['Patrick McGoohan', 'Patrick McGoohan', 'Angelo Muscat', 'Peter Swanwick']","['UK', 'English', 'Portmeirion Hotel, Portmeirion, Gwynedd, Wales, UK', 'Everyman Films', 'Mono', 'Color']",1,8.5,11305.0,"['prison', 'secret', 'number', 'british', 'government', 'drama', 'mystery', 'sci-fi']",50 min,"""The Prisoner"" is a unique piece of television. It addresses issues such as personal identity and freedom, democracy, education, scientific progress, art and technology, while still remaining an entertaining drama series. Over seventeen episodes we witness a war of attrition between the faceless forces behind 'The Village' (a Kafkaesque community somewhere between Butlins and Alcatraz) and its most strong willed inmate, No. 6. who struggles ceaselessly to assert his individuality while plotting to escape from his captors.","After resigning, a secret agent is abducted and taken to what looks like an idyllic village, but is really a bizarre prison. His warders demand information. He gives them nothing, but only tries to escape."
The Protector,53,5.7,https://www.imdb.com/title/tt7668518/?ref_=adv_li_tt,"['Binnur Karaevli', 'Çagatay Ulusoy', 'Hazar Ergüçlü', 'Okan Yalabik']","['Facebook', 'Turkey', 'Istanbul, Turkey', 'Netflix Studios', 'Dolby Digital', 'Color']",2,7.3,24156.0,"['istanbul', 'murder', 'love', 'flashback', 'friendship', 'action', 'fantasy', 'sci-fi']",40 min,A young man discovers that he has special powers. Now it is necessary to learn to use these forces in order to protect the city and all humanity against the dark forces that want to destroy Istanbul. In this journey there is no other choice but to act with his friends who will help him.,"Given mystical powers by a talismanic keepsake, a young man embarks on a quest to fight shadowy forces and solve a mystery from his past."
The Rain,65,4.8,https://www.imdb.com/title/tt6656238/?ref_=adv_li_tt,"['Jannik Tai Mosholt', 'Christian Potalivo', 'Esben Toft Jacobsen', 'Alba August', 'Lucas Lynggaard Tønnesen', 'Mikkel Boe Følsgaard']","['Facebook', 'Denmark', 'Danish', 'Denmark', 'Miso Film', 'Color']",2,6.4,21408.0,"['sci-fi', 'thriller']",321 min,"The world as we know it has ended. Six years after a brutal virus carried by the rain wiped out almost all humans in Scandinavia, two Danish siblings emerge from the safety of their bunker to find all remnants of civilization gone. Soon they join a group of young survivors and together set out on a danger-filled quest through abandoned Scandinavia, searching for any sign of life. Set free from their collective past and societal rules the group has the freedom to be who they want to be. In their struggle for survival, they discover that even in a post-apocalyptic world there's still love, jealousy, coming of age, and many of the problems they thought they'd left behind with the disappearance of the world they once knew.","After a brutal virus wipes out most of the population, two young siblings embark on a perilous search for safety."
The Rachel Maddow Show,0,5.9,https://www.imdb.com/title/tt1280627/?ref_=adv_li_tt,"['Rachel Maddow', 'Chris Hayes', 'Richard Engel']","['Official Facebook', 'USA', 'English', '92nd Street, New York City, New York, USA', 'Color']",2019,5.9,1656.0,"['liberal', 'progressive', 'political commentary', 'four word series title', 'newsperson name in series title', 'news', 'talk-show']",60 min,"Daytime Host of the now-defunct Air America Radio's liberal talk show host discusses current events, with an emphasis on politics.","Daytime Host of the now-defunct Air America Radio's liberal talk show host discusses current events, with an emphasis on politics."
The Ranch,56,7.6,https://www.imdb.com/title/tt4998212/?ref_=adv_li_tt,"['Jim Patterson', 'Don Reo', 'Ashton Kutcher', 'Debra Winger', 'Sam Elliott']","['USA', 'English', 'Los Angeles, California, USA', 'Ranch Hand Productions', 'Dolby Digital', 'Color']",4,7.6,26764.0,"['male protagonist', 'rancher', 'colorado', 'rural setting', 'female bartender', 'comedy', 'drama']",30 min,"The Ranch is a comedy revolving around a former pro football player who returns to Colorado to help run the family ranch business. The show takes place on the fictional Iron River Ranch in Garrison, Colorado, detailing the life of the Bennetts, a dysfunctional family consisting of two brothers, their rancher father, and his separated wife and local bar owner.",The son of a Colorado rancher returns home from a semi-pro football career to run the family business.
The Quest,59,6.6,https://www.imdb.com/title/tt0115226/?ref_=adv_li_tt,"['Frank Welker', 'Quinton Flynn', 'J.D. Roth']","['USA', 'English', 'Cartoon Network Studios', 'Stereo', 'Color']",2,7.8,2072.0,"['terrorism', 'mind control', 'disability', 'wheelchair', 'poaching', 'animation', 'action', 'adventure', 'drama', 'family', 'sci-fi', 'thriller']",21 min,"Computer wiz Jonny Quest and his friends battle international criminals using the resources of the Quest Foundation. Their chief weapon, and the target of many of their enemies, is the permanent, variable, sometimes unpredictable computer-generated Virtual Reality domain, Questworld, which is entered using Virtual Reality headsets. Inside Questworld, they must solve puzzles, locate hidden objects, battle evildoers, and escape very-real danger if they are to succeed.","Computer wiz Jonny Quest and his friends battle international criminals using the resources of the Quest Foundation. Their chief weapon, and the target of many of their enemies, is the "
The Rat Patrol,0,0,https://www.imdb.com/title/tt0060018/?ref_=adv_li_tt,"['Tom Gries', 'Christopher George', 'Gary Raymond', 'Eric Braeden']","['USA', 'English', 'Mojave Desert, Arizona, USA', 'Mirisch-Rich Productions', 'Mono', 'Color']",2,7.6,1196.0,"['20th century', 'military', 'man', 'soldier', 'world war two soldier', 'action', 'adventure', 'drama', 'war']",30 min,"A 4-man team of commandos within the Long Range Desert Group fight the Nazis in North Africa. Armed with jeeps equipped with .50-caliber machine guns--and endless chutzpah--they wage a highly irregular war against Rommel's Afrika Korps. Their most common nemesis is Hauptmann Dietrich, though Dietrich and the Rats join forces from time to time against a common enemy.",The World War II North African missions of an Allied commando patrol squad of the Long Range Desert Group.
The Race,0,0,https://www.imdb.com/title/tt0285335/?ref_=adv_li_tt,"['Elise Doganieri', 'Bertram van Munster', 'Phil Keoghan', 'Joyce Agu', 'Uchenna Agu']","['AMR', 'USA', 'English', 'Ålesund Airport, Ålesund, Møre og Romsdal, Norway', 'CBS', 'Dolby Digital', 'Color']",32,7.6,12792.0,"['friendship', 'sibling team', 'male and female protagonists', 'team', 'race', 'action', 'adventure', 'family', 'game-show', 'reality-tv']",60 min,"The best of the reality series crop is back, with 12 teams of 2 players each racing around the world, trying not to be eliminated at a series of checkpoints in which the last team to arrive is booted from the show. CBS chooses teams with relationships containing at least some tension, especially when the situation involves intense pressure. This season includes such duos as two circus clowns, a gay married couple, a father and son, a recently engaged couple, married couples, and best friends.","Multiple teams race around the globe for $1,000,000 to 'amazing' locations."
The Real Housewives of Beverly Hills,62,5.9,https://www.imdb.com/title/tt1720601/?ref_=adv_li_tt,"['Scott Dunlop', 'Alex Baskin', 'Kathleen French', '1 more credit', 'Kyle Richards', 'Adrienne Maloof', 'Camille Grammer']","['Official site', 'USA', 'English', 'Evolution Media', 'Dolby Digital', 'Color']",10,4.8,4124.0,"['socialite', 'reality-tv']",44 min,A reality series that follows some of the most affluent women in the country as they enjoy the lavish lifestyle that only Beverly Hills can provide.,A reality series that follows some of the most affluent women in the country as they enjoy the lavish lifestyle that only Beverly Hills can provide.
The Real Housewives of Atlanta,0,5.4,https://www.imdb.com/title/tt1252370/?ref_=adv_li_tt,"['Scott Dunlop', 'Kandi Burruss', 'Cynthia Bailey', 'NeNe Leakes']","['Official site', 'USA', 'English', 'Athens, Georgia, USA', 'True Entertainment', 'Color']",12,4.2,2969.0,"['atlanta georgia', 'five word title', 'reality show', 'city name in title', 'housewife', 'reality-tv']",44 min,"A reality television series focused on the personal and professional lives of several women residing in Atlanta, Georgia.","A reality television series focused on the personal and professional lives of several women residing in Atlanta, Georgia."
The Real Housewives of New York City,0,0,https://www.imdb.com/title/tt1191056/?ref_=adv_li_tt,"['Scott Dunlop', 'Ramona Singer', 'Luann de Lesseps', 'Sonja Morgan']","['Bravo TV', 'USA', 'English', '21 Club - 21 West 52nd Street, Manhattan, New York City, New York, USA', 'Ricochet Television', 'Color']",11,4.2,2650.0,"['new york city', 'place name in title', 'housewife', 'city name in title', 'reality-tv']",44 min,"A fast-paced reality show that follows several incredibly busy and ambitious Manhattan women. Watch as they balance envious social calendars, challenging careers, and motherhood, with the hustle and bustle of the big city all around.","A fast-paced reality show that follows several incredibly busy and ambitious Manhattan women. Watch as they balance envious social calendars, challenging careers, and motherhood, with the hustle and bustle of the big city all around."
The Real Hustle,0,0,https://www.imdb.com/title/tt0791615/?ref_=adv_li_tt,"['Alexis Conran', 'R. Paul Wilson', 'Jessica-Jane Stafford']","['BBC Three [UK]', 'UK', 'English', 'Objective Productions', 'Stereo', 'Color']",11,8.2,1159.0,"['scam', 'public', 'hidden camera', 'confidence tricks', 'con artist', 'documentary', 'crime']",29 min,A team of real-life confidence tricksters carry out notorious scams on unsuspecting members of the general public whilst hidden cameras capture all the action.,A team of real-life confidence tricksters carry out notorious scams on unsuspecting members of the general public whilst hidden cameras capture all the action.
The Real Housewives of Orange County,59,2.1,https://www.imdb.com/title/tt0497079/?ref_=adv_li_tt,"['Scott Dunlop', 'Vicki Gunvalson', 'Tamra Judge', 'Heather Dubrow']","['Bravo', 'USA', 'English', 'Coto de Caza, California, USA', 'Dunlop Entertainment', 'Color']",13,4.1,3061.0,"['colour in series title', 'place name in series title', 'county name in series title', 'reality-tv']",60 min,"A look at five families living in a protected Southern California enclave, and the real-life housewives who reside in one of the wealthiest planned communities in the country.","A look at five families living in a protected Southern California enclave, and the real-life housewives who reside in one of the wealthiest planned communities in the country."
The Real Housewives of New Jersey,62,4.0,https://www.imdb.com/title/tt1411598/?ref_=adv_li_tt,"['Scott Dunlop', 'Teresa Giudice', 'Melissa Gorga', 'Jacqueline Laurita']","['Bravo', 'USA', 'English', 'Borgata Hotel - One Borgata Way, Atlantic City, New Jersey, USA', 'Sirens Media', 'Color']",9,4.0,2861.0,"['arizona desert', 'arizona', 'desert', 'reality-tv']",44 min,"Another installment of Bravo's ""The Real Housewives"" reality show. In this series, they focus on housewives living in New Jersey.","Another installment of Bravo's ""The Real Housewives"" reality show. In this series, they focus on housewives living in New Jersey."
